Table S3. Mouse protein-protein interactions. From columns M to Q are reported the results of the M2H screen,,,,,,,,,,,,,,,,,
EdgeID,geneid1,geneid1symbol,geneid2,geneid2symbol,PubMed IDs,Number of PubMed hits,Methods,Databases,GOSemSim BP,Common Pathways,Gold Standard,Mouse 2x2,,,,,
MM014030:MM022702,14030,Ewsr1,22702,Zfp42,,0,,,1,,,M222011D06:M222024G06;M222028H10:M222024G06;,,13.91567,13.91567;4.395211;,,
MM014030:MM030046,14030,Ewsr1,30046,Zfp292,,0,,,0.197,,,M222028H10:M222025C09;,,13.0021,13.0021;,,
MM014030:MM056404,14030,Ewsr1,56404,Trip4,,0,,,0.959,,,M222028H10:M222028F08;,,8.796092,8.796092;,,
MM014030:MM056503,14030,Ewsr1,56503,Ankrd49,,0,,,1,,,M222028H10:M222015G04;,,10.55627,10.55627;,,
MM014030:MM056707,14030,Ewsr1,56707,Zfp111,,0,,,1,,,M222028H10:M222031B05;,,6.007219,6.007219;,,
MM014030:MM056771,14030,Ewsr1,56771,Trfp,,0,,,0.839,,,M222028H10:M222020F06;,,8.50319,8.50319;,,
MM014030:MM064383,14030,Ewsr1,64383,Sirt2,,0,,,0.553,,,M222028H10:M222015D07;,,8.425824,8.425824;,,
MM014030:MM066980,14030,Ewsr1,66980,Zdhhc6,,0,,,,,,M222028H10:M222021H06;,,28.40469,28.40469;,,
MM014030:MM067439,14030,Ewsr1,67439,Xab2,,0,,,0.582,,,M222028H10:M222023B09;,,6.301303,6.301303;,,
MM014030:MM068558,14030,Ewsr1,68558,Ankra2,,0,,,,,,M222011D06:M222026G06;M222028H10:M222026G06;,,12.05801,12.05801;4.796166;,,
MM014030:MM070408,14030,Ewsr1,70408,Polr3f,,0,,,1,,,M222011D06:M222028G01;M222028H10:M222028G01;,,24.80766,24.80766;9.000813;,,
MM014030:MM071949,14030,Ewsr1,71949,Lass5,,0,,,0.609,,,M222028H10:M222021A07;,,15.91809,15.91809;,,
MM014030:MM071991,14030,Ewsr1,71991,Ercc8,,0,,,0.664,,,M222028H10:M222021F05;M222011D06:M222021F05;,,26.39681,14.53914;26.39681;,,
MM014030:MM072199,14030,Ewsr1,72199,Mms19l,,0,,,0.772,,,M222028H10:M222023D11;,,10.14932,10.14932;,,
MM014030:MM072293,14030,Ewsr1,72293,Nkd2,,0,,,0.518,,,M222028H10:M222025A02;,,8.176538,8.176538;,,
MM014030:MM072323,14030,Ewsr1,72323,Asb6,,0,,,0.146,,,M222028H10:M222016D07;,,9.264171,9.264171;,,
MM014030:MM074838,14030,Ewsr1,74838,Narg1,,0,,,0.63,,,M222011D06:M222031H03;,,35.16245,35.16245;,,
MM014030:MM075196,14030,Ewsr1,75196,4930532L20Rik,,0,,,1,,,M222028H10:M222013A07;,,15.06798,15.06798;,,
MM014030:MM075646,14030,Ewsr1,75646,Rai14,,0,,,1,,,M222028H10:M222017B12;,,10.2131,10.2131;,,
MM014030:MM076893,14030,Ewsr1,76893,Lass2,,0,,,0.609,,,M222028H10:M222019H01;M222011D06:M222019H01;,,35.00592,26.99738;35.00592;,,
MM014030:MM077286,14030,Ewsr1,77286,Nkrf,,0,,,1,,,M222011D06:M222016D03;,,8.060508,8.060508;,,
MM014030:MM080283,14030,Ewsr1,80283,Abtb1,,0,,,0.762,,,M222011D06:M222028G06;,,20.44372,20.44372;,,
MM014030:MM083925,14030,Ewsr1,83925,Trps1,,0,,,0.958,,,M222011D06:M222016A05;,,6.375378,6.375378;,,
MM014030:MM093761,14030,Ewsr1,93761,Smarca1,,0,,,0.627,,,M222028H10:M222023H11;,,15.30429,15.30429;,,
MM014030:MM103136,14030,Ewsr1,103136,Pwp1,,0,,,,,,M222028H10:M222021H12;,,6.427011,6.427011;,,
MM014030:MM107932,14030,Ewsr1,107932,Chd4,,0,,,0.737,,,M222028H10:M222017D12;,,31.5218,31.5218;,,
MM014030:MM114606,14030,Ewsr1,114606,Tle6,,0,,,0.838,,,M222028H10:M222022F05;M222011D06:M222022F05;M222028H10:M222023C12;,,44.016,14.32987;36.29007;44.016;,,
MM014030:MM170767,14030,Ewsr1,170767,Rfxap,,0,,,,,,M222028H10:M222031B08;,,10.54599,10.54599;,,
MM014030:MM170787,14030,Ewsr1,170787,Hdac10,,0,,,0.75,,,M222028H10:M222023A02;,,17.94056,17.94056;,,
MM014030:MM192195,14030,Ewsr1,192195,Ash1l,,0,,,0.827,,,M222028H10:M222025H11;M222028H10:M222025C12;M222028H10:M222025D11;,,12.02222,12.02222;3.040073;4.507522;,,
MM014030:MM210135,14030,Ewsr1,210135,Zfp180,,0,,,,,,M222028H10:M222021F11;,,7.064407,7.064407;,,
MM014030:MM212168,14030,Ewsr1,212168,Zswim4,,0,,,0.197,,,M222028H10:M222022C08;,,9.09262,9.09262;,,
MM014030:MM216154,14030,Ewsr1,216154,Thrap5,,0,,,0.973,,,M222028H10:M222023G08;,,7.428023,7.428023;,,
MM014030:MM227099,14030,Ewsr1,227099,Pms1,,0,,,0.637,,,M222028H10:M222031C09;,,12.18256,12.18256;,,
MM014030:MM227644,14030,Ewsr1,227644,Snapc4,,0,,,0.979,,,M222028H10:M222017D08;,,16.86188,16.86188;,,
MM014030:MM231329,14030,Ewsr1,231329,Polr2b,,0,,,1,,,M222028H10:M222022F11;,,16.77962,16.77962;,,
MM014030:MM268294,14030,Ewsr1,268294,Zbtb24,,0,,,1,,,M222028H10:M222030H10;,,6.861552,6.861552;,,
MM014030:MM330502,14030,Ewsr1,330502,Zfp82,,0,,,1,,,M222028H10:M222020D02;,,22.09433,22.09433;,,
MM014050:MM015416,14050,Eya3,15416,Hoxb8,,0,,,0.829,,,,M222018B05:M222030E02;,7.900667,,7.900667;,
MM014050:MM020020,14050,Eya3,20020,Polr2a,,0,,,0.618,,,,,,,,
MM014050:MM020471,14050,Eya3,20471,Six1,,0,,,0.675,,,,,,,,
MM014050:MM027140,14050,Eya3,27140,Tlx3,,0,,,0.646,,,,M222018A08:M222030E02;,8.188052,,8.188052;,
MM014056:MM056222,14056,Ezh2,56222,Cited4,,0,,,0.76,,,,M222020D05:M222011F06;,10.15882,,10.15882;,
MM014106:MM017126,14106,Foxh1,17126,Smad2,,0,,,0.697,,,,,,,,
MM014106:MM017127,14106,Foxh1,17127,Smad3,,0,,,0.678,,,,,,,,
MM014106:MM018091,14106,Foxh1,18091,Nkx2-5,,0,,,0.681,,,,,,,,
MM014106:MM020183,14106,Foxh1,20183,Rxrg,,0,,,0.631,,,,M222031F06:M222019E03;,6.914213,,6.914213;,
MM014106:MM083602,14106,Foxh1,83602,Gtf2a1,,0,,,0.589,,,M222019E03:M222021A01;M222026D10:M222021A01;,,5.758929,3.677488;5.758929;,,
MM014200:MM022431,14200,Fhl2,22431,Wt1,,0,,,0.472,,,,,,,,
MM014236:MM018022,14236,Foxn2,18022,Nfe2,,0,,,1,,,,M222012G02:M222017C05;,12.81938,,12.81938;,
MM014236:MM027140,14236,Foxn2,27140,Tlx3,,0,,,1,,,,M222018A08:M222017C05;,6.008274,,6.008274;,
MM014265:MM019290,14265,Fmr1,19290,Pura,,0,,,0.324,,,,,,,,
MM014460:MM020375,14460,Gata1,20375,Sfpi1,,0,,,0.583,,,,,,,,
MM014462:MM019014,14462,Gata3,19014,Pparbp,,0,,,0.67,,,,,,,,
MM014462:MM057765,14462,Gata3,57765,Tbx21,,0,,,0.579,,,,,,,,
MM014463:MM019014,14463,Gata4,19014,Pparbp,,0,,,0.791,,,,,,,,
MM014464:MM030046,14464,Gata5,30046,Zfp292,,0,,,0.197,,,M222011G07:M222025G08;,,8.77253,8.77253;,,
MM014464:MM216154,14464,Gata5,216154,Thrap5,,0,,,0.929,,,M222011G07:M222023G08;,,6.854688,6.854688;,,
MM014464:MM225998,14464,Gata5,225998,Rorb,,0,,,0.62,,,M222011G07:M222019C01;,,7.663807,7.663807;,,
MM014465:MM019014,14465,Gata6,19014,Pparbp,,0,,,0.763,,,,,,,,
MM014465:MM021869,14465,Gata6,21869,Titf1,,0,,,0.75,,,,,,,,
MM014581:MM021423,14581,Gfi1,21423,Tcfe2a,,0,,,0.521,,,,M222017B06:M222013E05;,8.014362,,8.014362;,
MM014581:MM229615,14581,Gfi1,229615,Pias3,,0,,,0.437,,,,,,,,
MM014605:MM015403,14605,Tsc22d3,15403,Hoxa6,,0,,,0.524,,,,M222024A04:M222018A02;M222018E04:M222018A02;,3.871132,,3.171828;3.871132;,
MM014605:MM015416,14605,Tsc22d3,15416,Hoxb8,,0,,,0.491,,,,M222026A04:M222018A02;M222018B05:M222018A02;,7.119098,,4.240929;7.119098;,
MM014605:MM021423,14605,Tsc22d3,21423,Tcfe2a,,0,,,0.632,,,,M222028F10:M222018A02;M222028E10:M222018A02;,11.47381,,11.47381;7.408752;,
MM014634:MM020481,14634,Gli3,20481,Ski,,0,,,1,,,,,,,,
MM014815:MM015416,14815,Nr3c1,15416,Hoxb8,,0,,,0.62,,,,M222024F04:M222011B08;M222026A04:M222011B08;,4.464626,,3.439346;4.464626;,
MM014815:MM018986,14815,Nr3c1,18986,Pou2f1,,0,,,0.628,,,,,,,,
MM014815:MM071241,14815,Nr3c1,71241,Dmrtc2,,0,,,0.532,,,,M222021F03:M222011B08;,6.607136,,6.607136;,
MM014815:MM218772,14815,Nr3c1,218772,Rarb,,0,,,0.582,,,,M222017G06:M222011B08;,6.261153,,6.261153;,
MM014836:MM057765,14836,Gsc,57765,Tbx21,,0,,,0.626,,,M222024A05:M222015C04;,,6.177874,6.177874;,,
MM014842:MM016391,14842,Gsh1,16391,Isgf3g,,0,,,0.806,,,M222026G04:M222011G10;,,17.4458,17.4458;,,
MM014843:MM021869,14843,Gsh2,21869,Titf1,,0,,,0.805,,,,,,,,
MM014884:MM018022,14884,Gtf2h1,18022,Nfe2,,0,,,0.652,,,,M222012G02:M222019F08;,8.799356,,8.799356;,
MM014884:MM027140,14884,Gtf2h1,27140,Tlx3,,0,,,0.426,,,,M222018A08:M222019F08;,6.379397,,6.379397;,
MM014886:MM017344,14886,Gtf2i,17344,Pias2,,0,,,0.761,,,,,,,,
MM014912:MM021405,14912,Nkx6-2,21405,Tcf1,,0,,,0.408,,,M222017H05:M222012B08;,,7.019202,7.019202;,,
MM014912:MM055942,14912,Nkx6-2,55942,Sertad1,,0,,,0.418,,,,M222020A08:M222017H05;,12.13736,,12.13736;,
MM014912:MM244579,14912,Nkx6-2,244579,Tnrc9,,0,,,0.759,,,,M222027C07:M222017H05;,6.975233,,6.975233;,
MM015110:MM021406,15110,Hand1,21406,Tcf12,,0,,,0.842,,,,,,,,
MM015163:MM018022,15163,Hcls1,18022,Nfe2,,0,,,0.265,,,,M222012G02:M222021D12;,7.065635,,7.065635;,
MM015182:MM079221,15182,Hdac2,79221,Hdac9,,0,,,0.624,,,,,,,,
MM015184:MM020602,15184,Hdac5,20602,Ncor2,,0,,,0.812,,,,,,,,
MM015220:MM066970,15220,Foxq1,66970,Ssbp2,,0,,,0.816,,,,M222015F09:M222019D03;,18.76452,,18.76452;,
MM015220:MM072475,15220,Foxq1,72475,Ssbp3,,0,,,0.744,,,,M222015H08:M222019D03;,7.633602,,7.633602;,
MM015223:MM019725,15223,Foxj1,19725,Rfx2,,0,,,0.66,,,M222011F08:M222031F08;,,8.292712,8.292712;,,
MM015242:MM071828,15242,Hhex,71828,Gtf2a1lf,,0,,,0.416,,,M222011G08:M222015F08;,,8.29659,8.29659;,,
MM015242:MM170574,15242,Hhex,170574,Sp7,,0,,,0.572,,,M222011G08:M222016H06;,,6.704401,6.704401;,,
MM015251:MM022346,15251,Hif1a,22346,Vhlh,,0,,,0.411,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/Renal cell carcinoma - Mus musculus (mouse),,,,,,,
MM015251:MM027140,15251,Hif1a,27140,Tlx3,,0,,,0.534,,,,M222018A08:M222013C06;,6.920943,,6.920943;,
MM015273:MM056222,15273,Hivep2,56222,Cited4,,0,,,0.839,,,,M222020D05:M222017A11;,10.45605,,10.45605;,
MM015394:MM018511,15394,Hoxa1,18511,Pax9,,0,,,0.855,,,,M222013D12:M222013H06;,13.53144,,13.53144;,
MM015394:MM018514,15394,Hoxa1,18514,Pbx1,,0,,,0.706,,,,M222026H07:M222013H06;,12.97705,,12.97705;,
MM015394:MM076893,15394,Hoxa1,76893,Lass2,,0,,,0.494,,,M222028B03:M222019H01;,,8.571597,8.571597;,,
MM015395:MM018514,15395,Hoxa10,18514,Pbx1,,0,,,0.7,,,M222031F05:M222026H07;M222031F05:M222024E09;M222031F05:M222018C11;,,6.757751,3.97516;5.929107;6.757751;,,
MM015395:MM018515,15395,Hoxa10,18515,Pbx2,,0,,,0.711,,,M222031F05:M222015E03;,,11.8593,11.8593;,,
MM015395:MM067673,15395,Hoxa10,67673,Tceb2,,0,,,0.582,,,M222031F05:M222020E02;,,6.22396,6.22396;,,
MM015396:MM015460,15396,Hoxa11,15460,Hr,,0,,,0.527,,,M222013B07:M222025G06;,,6.155829,6.155829;,,
MM015396:MM030046,15396,Hoxa11,30046,Zfp292,,0,,,0.532,,,M222013B07:M222025G09;M222013B07:M222025B09;M222013B07:M222025C09;M222013B07:M222025A09;,,8.320692,3.661458;3.66323;5.618883;8.320692;,,
MM015396:MM069920,15396,Hoxa11,69920,Polr2i,,0,,,0.533,,,M222013B07:M222026A01;M222013B07:M222024C01;,,5.271384,4.749033;5.271384;,,
MM015396:MM106894,15396,Hoxa11,106894,A630042L21Rik,,0,,,,,,M222013B07:M222023A09;,,7.15635,7.15635;,,
MM015399:MM030046,15399,Hoxa2,30046,Zfp292,,0,,,0.532,,,M222024D10:M222025C09;,,8.868382,8.868382;,,
MM015399:MM056449,15399,Hoxa2,56449,Csda,,0,,,0.425,,,M222024D10:M222028F03;,,7.020803,7.020803;,,
MM015399:MM066980,15399,Hoxa2,66980,Zdhhc6,,0,,,,,,M222018G12:M222021H06;,,6.085403,6.085403;,,
MM015399:MM070392,15399,Hoxa2,70392,Asb12,,0,,,0.183,,,M222018G12:M222016G06;,,9.918108,9.918108;,,
MM015399:MM071991,15399,Hoxa2,71991,Ercc8,,0,,,0.424,,,M222018G12:M222021F05;M222024D10:M222021F05;,,6.83183,4.883944;6.83183;,,
MM015399:MM074168,15399,Hoxa2,74168,Zdhhc16,,0,,,0.425,,,M222026E08:M222021B03;,,9.512801,9.512801;,,
MM015399:MM075646,15399,Hoxa2,75646,Rai14,,0,,,1,,,M222018G12:M222017B12;,,20.06985,20.06985;,,
MM015399:MM076893,15399,Hoxa2,76893,Lass2,,0,,,0.381,,,M222024D10:M222019H01;M222018G12:M222019H01;M222026E08:M222019H01;,,104.8639,10.13615;104.8639;6.901603;,,
MM015399:MM107932,15399,Hoxa2,107932,Chd4,,0,,,0.482,,,M222018G12:M222017C12;M222024D10:M222017D12;,,4.067754,3.701564;4.067754;,,
MM015399:MM114606,15399,Hoxa2,114606,Tle6,,0,,,0.445,,,M222018G12:M222022F05;M222024D10:M222022F05;,,16.36515,13.12806;16.36515;,,
MM015399:MM170791,15399,Hoxa2,170791,Rnpc2,,0,,,0.454,,,M222026E08:M222022B03;,,7.99401,7.99401;,,
MM015401:MM018022,15401,Hoxa4,18022,Nfe2,,0,,,0.851,,,,M222012G02:M222018D07;,7.214808,,7.214808;,
MM015402:MM018514,15402,Hoxa5,18514,Pbx1,,0,,,0.689,,,,M222026H07:M222024G05;M222026H07:M222018C06;,5.345536,,3.966333;5.345536;,
MM015403:MM018514,15403,Hoxa6,18514,Pbx1,,0,,,0.7,,,M222024A04:M222018C11;M222018E04:M222024E09;M222026E03:M222024E09;M222024A04:M222026H07;M222018E04:M222026H07;,,5.27202,3.707886;4.663216;5.188186;5.227488;5.27202;,,
MM015403:MM018516,15403,Hoxa6,18516,Pbx3,,0,,,0.794,,,M222018E04:M222019D04;M222024A04:M222019D04;,,10.04693,10.04693;5.644628;,,
MM015403:MM018986,15403,Hoxa6,18986,Pou2f1,,0,,,0.719,,,M222018E04:M222013G12;M222024A04:M222013G12;,,8.602008,4.300378;8.602008;,,
MM015403:MM069920,15403,Hoxa6,69920,Polr2i,,0,,,0.679,,,M222024A04:M222024C01;M222024A04:M222026A01;,,4.429342,3.261545;4.429342;,,
MM015403:MM208076,15403,Hoxa6,208076,Pknox2,,0,,,0.654,,,M222024A04:M222016A11;,,7.406981,7.406981;,,
MM015405:MM018508,15405,Hoxa9,18508,Pax6,,0,,,0.613,,,M222018D06:M222014E10;M222024H05:M222014E10;,,8.790123,4.744483;8.790123;,,
MM015405:MM018516,15405,Hoxa9,18516,Pbx3,,0,,,0.794,,,M222026B05:M222019D04;M222024H05:M222019D04;M222018D06:M222019D04;,,8.275052,7.343419;8.222309;8.275052;,,
MM015405:MM018986,15405,Hoxa9,18986,Pou2f1,,0,,,0.719,,,M222024H05:M222013G12;,,8.152719,8.152719;,,
MM015405:MM021869,15405,Hoxa9,21869,Titf1,,0,,,0.809,,,M222018D06:M222019A01;,,6.053062,6.053062;,,
MM015405:MM069920,15405,Hoxa9,69920,Polr2i,,0,,,0.679,,,M222018D06:M222024C01;M222024H05:M222026A01;,,4.421383,3.457491;4.421383;,,
MM015405:MM071828,15405,Hoxa9,71828,Gtf2a1lf,,0,,,0.662,,,M222026B05:M222015F08;M222024H05:M222015F08;,,4.874409,4.668847;4.874409;,,
MM015405:MM269424,15405,Hoxa9,269424,Phf17,,0,,,0.697,,,M222018D06:M222030A12;,,18.67989,18.67989;,,
MM015407:MM076893,15407,Hoxb1,76893,Lass2,,0,,,0.521,,,M222018F08:M222019H01;,,33.19266,33.19266;,,
MM015407:MM093759,15407,Hoxb1,93759,Sirt1,,0,,,0.708,,,M222018F08:M222015A05;,,15.02328,15.02328;,,
MM015408:MM018424,15408,Hoxb13,18424,Otx2,,0,,,0.743,,,M222011D09:M222016A09;,,6.457516,6.457516;,,
MM015412:MM018022,15412,Hoxb4,18022,Nfe2,,0,,,0.805,,,,M222012G02:M222018C05;,6.978587,,6.978587;,
MM015413:MM018516,15413,Hoxb5,18516,Pbx3,,0,,,0.753,,,M222018B06:M222019D04;,,6.915168,6.915168;,,
MM015414:MM018514,15414,Hoxb6,18514,Pbx1,,0,,,0.7,,,M222031H07:M222024E09;M222031H07:M222026H07;M222031H07:M222018C11;,,5.964356,5.713384;5.77533;5.964356;,,
MM015416:MM016391,15416,Hoxb8,16391,Isgf3g,,0,,,0.615,,,M222026A04:M222011G10;M222024F04:M222011G10;,,5.944198,4.540133;5.944198;,,
MM015416:MM018514,15416,Hoxb8,18514,Pbx1,,0,,,0.719,,,M222026A04:M222026H07;M222026A04:M222018C11;M222018B05:M222024E09;M222018B05:M222026H07;,,5.128751,3.642755;3.830631;4.791692;5.128751;,,
MM015416:MM018516,15416,Hoxb8,18516,Pbx3,,0,,,0.816,,,M222026A04:M222019D04;M222018B05:M222019D04;,,7.075351,6.377863;7.075351;,,
MM015416:MM018986,15416,Hoxb8,18986,Pou2f1,,0,,,0.667,,,M222026A04:M222013G12;,,10.74002,10.74002;,,
MM015416:MM020851,15416,Hoxb8,20851,Stat5b,,0,,,0.432,,,M222018B05:M222014F04;M222026A04:M222014F04;,,4.344466,3.203023;4.344466;,,
MM015416:MM022693,15416,Hoxb8,22693,Zfp30,,0,,,0.594,,,M222018B05:M222030B04;,,15.98051,15.98051;,,
MM015416:MM054123,15416,Hoxb8,54123,Irf7,,0,,,0.558,,,M222026A04:M222028H05;M222024F04:M222015C02;M222018B05:M222015C02;,,3.570342,3.225168;3.47164;3.570342;,,
MM015416:MM065247,15416,Hoxb8,65247,Asb1,,0,,,0.505,,,M222024F04:M222031E06;M222018B05:M222031E06;,,3.279729,3.075648;3.279729;,,
MM015416:MM069920,15416,Hoxb8,69920,Polr2i,,0,,,0.621,,,M222026A04:M222024C01;M222026A04:M222026A01;,,8.047226,5.110788;8.047226;,,
MM015416:MM071828,15416,Hoxb8,71828,Gtf2a1lf,,0,,,0.605,,,M222024F04:M222015F08;,,6.065511,6.065511;,,
MM015416:MM208076,15416,Hoxb8,208076,Pknox2,,0,,,0.595,,,M222026A04:M222016A11;,,7.371406,7.371406;,,
MM015421:MM018508,15421,Hoxc12,18508,Pax6,,0,,,0.619,,,M222024C06:M222014E10;,,6.092162,6.092162;,,
MM015421:MM018514,15421,Hoxc12,18514,Pbx1,,0,,,0.7,,,M222024C06:M222018C11;M222024C06:M222024E09;M222026E05:M222018C11;M222026E05:M222026H07;,,7.096391,4.307625;5.046722;5.941143;7.096391;,,
MM015421:MM018515,15421,Hoxc12,18515,Pbx2,,0,,,0.665,,,M222018A07:M222015E03;M222024C06:M222015E03;,,7.089365,3.753894;7.089365;,,
MM015421:MM018516,15421,Hoxc12,18516,Pbx3,,0,,,0.784,,,M222018A07:M222019D04;M222024C06:M222019D04;M222026E05:M222019D04;,,9.52997,3.53828;7.10041;9.52997;,,
MM015421:MM019727,15421,Hoxc12,19727,Rfxank,,0,,,0.604,,,M222024C06:M222014B02;,,6.078112,6.078112;,,
MM015421:MM021869,15421,Hoxc12,21869,Titf1,,0,,,0.795,,,M222024C06:M222019A01;M222018A07:M222024G10;M222018A07:M222019A01;,,9.576818,4.633589;4.691464;9.576818;,,
MM015421:MM269424,15421,Hoxc12,269424,Phf17,,0,,,0.669,,,M222018A07:M222030A12;,,14.02042,14.02042;,,
MM015423:MM018514,15423,Hoxc4,18514,Pbx1,,0,,,0.7,,,M222018G05:M222026H07;M222018G05:M222024E09;,M222018C11:M222024D05;,8.498619,4.327277;6.438302;,8.498619;,
MM015423:MM018516,15423,Hoxc4,18516,Pbx3,,0,,,0.794,,,M222026H04:M222019D04;M222018G05:M222019D04;,,17.28013,17.28013;9.833715;,,
MM015423:MM018986,15423,Hoxc4,18986,Pou2f1,,0,,,0.719,,,M222026H04:M222013G12;,,7.877638,7.877638;,,
MM015423:MM099377,15423,Hoxc4,99377,Sall4,,0,,,0.78,,,,M222023A12:M222024D05;M222023A12:M222026H04;,6.170053,,3.09483;6.170053;,
MM015424:MM018514,15424,Hoxc5,18514,Pbx1,,0,,,0.7,,,M222015H03:M222018C11;M222015H03:M222024E09;,,6.874354,5.726646;6.874354;,,
MM015424:MM018516,15424,Hoxc5,18516,Pbx3,,0,,,0.794,,,M222015H03:M222019D04;,,13.78024,13.78024;,,
MM015424:MM069920,15424,Hoxc5,69920,Polr2i,,0,,,0.679,,,M222015H03:M222026A01;,,7.754041,7.754041;,,
MM015425:MM018516,15425,Hoxc6,18516,Pbx3,,0,,,0.794,,,M222026G03:M222019D04;,,18.21225,18.21225;,,
MM015429:MM016825,15429,Hoxd1,16825,Ldb1,,0,,,0.522,,,M222024F08:M222026D09;M222024F08:M222024A11;,M222019D01:M222024F08;,4.867078,3.361726;4.867078;,3.159213;,
MM015430:MM018514,15430,Hoxd10,18514,Pbx1,,0,,,0.717,,,M222014H09:M222026H07;M222014H09:M222024E09;,,6.846296,3.382232;6.846296;,,
MM015430:MM018515,15430,Hoxd10,18515,Pbx2,,0,,,0.655,,,M222014H09:M222015E03;,,12.77121,12.77121;,,
MM015430:MM018516,15430,Hoxd10,18516,Pbx3,,0,,,0.764,,,M222014H09:M222019D04;,,6.122396,6.122396;,,
MM015430:MM030046,15430,Hoxd10,30046,Zfp292,,0,,,0.532,,,M222014H09:M222025C09;M222014H09:M222025F09;,,3.778103,3.529718;3.778103;,,
MM015432:MM019009,15432,Hoxd12,19009,Pou6f1,,0,,,0.76,,,M222011F09:M222018H08;M222011F09:M222024E07;,,3.491608,3.224961;3.491608;,,
MM015432:MM019826,15432,Hoxd12,19826,Rnps1,,0,,,0.36,,,M222011F09:M222031G08;,,6.92376,6.92376;,,
MM015432:MM030046,15432,Hoxd12,30046,Zfp292,,0,,,0.532,,,M222011F09:M222025E09;,,6.831029,6.831029;,,
MM015432:MM069920,15432,Hoxd12,69920,Polr2i,,0,,,0.62,,,M222011F09:M222026A01;,,9.003774,9.003774;,,
MM015432:MM071828,15432,Hoxd12,71828,Gtf2a1lf,,0,,,0.605,,,M222011F09:M222015F08;,,8.054735,8.054735;,,
MM015432:MM099730,15432,Hoxd12,99730,Taf13,,0,,,0.608,,,M222011F09:M222018G01;,,7.750383,7.750383;,,
MM015432:MM107568,15432,Hoxd12,107568,Wwp1,,0,,,0.552,,,M222011F09:M222028A01;,,6.0639,6.0639;,,
MM015433:MM020670,15433,Hoxd13,20670,Sox15,,0,,,0.582,,,M222018H10:M222012F07;M222024C09:M222012F07;M222026F07:M222012F07;,,9.335585,5.849367;8.19239;9.335585;,,
MM015434:MM017286,15434,Hoxd3,17286,Meox2,,0,,,0.846,,,M222013E07:M222012D01;,,16.77325,16.77325;,,
MM015434:MM076893,15434,Hoxd3,76893,Lass2,,0,,,0.487,,,M222013E07:M222019H01;,,10.64957,10.64957;,,
MM015434:MM114606,15434,Hoxd3,114606,Tle6,,0,,,0.574,,,M222013E07:M222022F05;,,7.905904,7.905904;,,
MM015434:MM229663,15434,Hoxd3,229663,Csde1,,0,,,1,,,M222013E07:M222016C09;,,9.026652,9.026652;,,
MM015436:MM018514,15436,Hoxd4,18514,Pbx1,,0,,,0.7,,,M222013F07:M222026H07;M222013F07:M222024E09;,,4.875379,3.65043;4.875379;,,
MM015436:MM018516,15436,Hoxd4,18516,Pbx3,,0,,,0.794,,,M222013F07:M222019D04;,,11.95479,11.95479;,,
MM015436:MM069920,15436,Hoxd4,69920,Polr2i,,0,,,0.679,,,M222013F07:M222024C01;M222013F07:M222026A01;,,4.594724,3.717152;4.594724;,,
MM015438:MM018516,15438,Hoxd9,18516,Pbx3,,0,,,0.794,,,M222014A10:M222019D04;,,8.45262,8.45262;,,
MM015438:MM030046,15438,Hoxd9,30046,Zfp292,,0,,,0.532,,,M222014A10:M222025A09;M222014A10:M222025G09;M222014A10:M222025C09;,,4.389289,3.592282;3.879065;4.389289;,,
MM015438:MM069920,15438,Hoxd9,69920,Polr2i,,0,,,0.679,,,M222014A10:M222024C01;M222014A10:M222026A01;,,3.643668,3.137388;3.643668;,,
MM015460:MM015460,15460,Hr,15460,Hr,,0,,,1,,,M222025B07:M222025B07;,M222025B07:M222025B07;,13.07874,13.07874;,13.07874;,
MM015460:MM225998,15460,Hr,225998,Rorb,,0,,,0.596,,,M222025B07:M222019C01;,,6.571443,6.571443;,,
MM015569:MM021423,15569,Elavl2,21423,Tcfe2a,,0,,,,,,,M222017B06:M222021A03;,11.50378,,11.50378;,
MM015901:MM017927,15901,Id1,17927,Myod1,,0,,,0.704,,,,M222013F10:M222026D01;,19.90097,,19.90097;,
MM015901:MM021406,15901,Id1,21406,Tcf12,,0,,,0.77,,,,,,,,
MM015901:MM021413,15901,Id1,21413,Tcf4,,0,,,0.803,,,,M222014A11:M222026D01;,9.793278,,9.793278;,
MM015901:MM027140,15901,Id1,27140,Tlx3,,0,,,0.649,,,,M222018A08:M222026D01;,7.426782,,7.426782;,
MM015902:MM017927,15902,Id2,17927,Myod1,,0,,,0.714,,,,,,,,
MM015902:MM019645,15902,Id2,19645,Rb1,,0,,,0.619,,,,,,,,
MM015902:MM020375,15902,Id2,20375,Sfpi1,,0,,,0.632,,,,,,,,
MM016151:MM017979,16151,Ikbkg,17979,Ncoa3,,0,,,0.766,,,,M222012F02:M222021E06;,10.21196,,10.21196;,
MM016151:MM018022,16151,Ikbkg,18022,Nfe2,,0,,,0.617,,,,M222012G02:M222021D06;M222012G02:M222021E06;,12.35315,,12.35315;9.519272;,
MM016151:MM021423,16151,Ikbkg,21423,Tcfe2a,,0,,,0.731,,,,M222028E10:M222021E06;M222028F10:M222021E06;M222028E10:M222021D06;M222028F10:M222021D06;,8.473846,,4.845279;5.065338;5.7359;8.473846;,
